0,1,1,1021
1,1,1,916
2,1,1,635
3,1,1,517
4,1,1,521
5,1,1,525
6,1,1,562
7,1,1,512
8,1,1,496
9,1,1,499
10,1,1,526
11,1,1,499
12,1,1,532
13,1,1,561
14,1,1,581
15,1,1,572
16,1,1,563
17,1,1,529
18,1,1,513
19,1,1,537
20,1,1,527
21,1,1,567
22,1,1,534
23,1,1,510
24,1,1,516
25,1,1,502
26,1,1,492
27,1,1,521
28,1,1,533
29,1,1,498
30,1,1,492
31,1,1,489
32,1,1,489
33,1,1,494
34,1,1,494
35,1,1,515
36,1,1,532
37,1,1,503
38,1,1,515
39,1,1,486
40,1,1,487
41,1,1,490
42,1,1,495
43,1,1,530
44,1,1,565
45,1,1,505
46,1,1,543
47,1,1,520
48,1,1,528
49,1,1,517
50,1,1,495
51,1,1,552
52,1,1,507
53,1,1,503
54,1,1,498
55,1,1,517
56,1,1,545
57,1,1,496
58,1,1,495
59,1,1,551
60,1,1,508
61,1,1,496
62,1,1,498
63,1,1,510
64,1,1,493
65,1,1,496
66,1,1,527
67,1,1,543
68,1,1,536
69,1,1,525
70,1,1,513
71,1,1,506
72,1,1,563
73,1,1,510
74,1,1,544
75,1,1,506
76,1,1,571
77,1,1,501
78,1,1,488
79,1,1,485
80,1,1,525
81,1,1,507
82,1,1,513
83,1,1,497
84,1,1,492
85,1,1,527
86,1,1,500
87,1,1,496
88,1,1,497
89,1,1,530
90,1,1,504
91,1,1,497
92,1,1,497
93,1,1,560
94,1,1,508
95,1,1,528
96,1,1,543
97,1,1,559
98,1,1,547
99,1,1,538
0,2,1,1010
1,2,1,974
2,2,1,641
3,2,1,545
4,2,1,496
5,2,1,510
6,2,1,497
7,2,1,496
8,2,1,494
9,2,1,506
10,2,1,487
11,2,1,535
12,2,1,497
13,2,1,521
14,2,1,494
15,2,1,600
16,2,1,517
17,2,1,500
18,2,1,517
19,2,1,513
20,2,1,534
21,2,1,505
22,2,1,558
23,2,1,516
24,2,1,487
25,2,1,494
26,2,1,486
27,2,1,520
28,2,1,499
29,2,1,488
30,2,1,528
31,2,1,500
32,2,1,502
33,2,1,511
34,2,1,517
35,2,1,520
36,2,1,504
37,2,1,492
38,2,1,503
39,2,1,524
40,2,1,512
41,2,1,545
42,2,1,495
43,2,1,498
44,2,1,534
45,2,1,577
46,2,1,526
47,2,1,514
48,2,1,509
49,2,1,538
50,2,1,511
51,2,1,650
52,2,1,528
53,2,1,528
54,2,1,497
55,2,1,499
56,2,1,490
57,2,1,493
58,2,1,494
59,2,1,493
60,2,1,529
61,2,1,504
62,2,1,530
63,2,1,511
64,2,1,506
65,2,1,538
66,2,1,504
67,2,1,555
68,2,1,566
69,2,1,504
70,2,1,495
71,2,1,487
72,2,1,501
73,2,1,486
74,2,1,484
75,2,1,484
76,2,1,526
77,2,1,555
78,2,1,519
79,2,1,558
80,2,1,543
81,2,1,494
82,2,1,495
83,2,1,518
84,2,1,547
85,2,1,508
86,2,1,495
87,2,1,495
88,2,1,494
89,2,1,504
90,2,1,495
91,2,1,590
92,2,1,558
93,2,1,505
94,2,1,497
95,2,1,496
96,2,1,504
97,2,1,508
98,2,1,516
99,2,1,509
0,1,2,927
1,1,2,581
2,1,2,528
3,1,2,530
4,1,2,493
5,1,2,483
6,1,2,511
7,1,2,519
8,1,2,495
9,1,2,499
10,1,2,484
11,1,2,504
12,1,2,491
13,1,2,487
14,1,2,486
15,1,2,499
16,1,2,496
17,1,2,547
18,1,2,519
19,1,2,495
20,1,2,535
21,1,2,554
22,1,2,515
23,1,2,524
24,1,2,529
25,1,2,494
26,1,2,492
27,1,2,500
28,1,2,510
29,1,2,498
30,1,2,495
31,1,2,513
32,1,2,542
33,1,2,531
34,1,2,510
35,1,2,501
36,1,2,500
37,1,2,545
38,1,2,504
39,1,2,511
40,1,2,516
41,1,2,525
42,1,2,522
43,1,2,497
44,1,2,496
45,1,2,515
46,1,2,552
47,1,2,527
48,1,2,496
49,1,2,494
50,1,2,510
51,1,2,502
52,1,2,536
53,1,2,508
54,1,2,505
55,1,2,529
56,1,2,499
57,1,2,491
58,1,2,490
59,1,2,519
60,1,2,510
61,1,2,534
62,1,2,523
63,1,2,538
64,1,2,528
65,1,2,538
66,1,2,529
67,1,2,538
68,1,2,526
69,1,2,531
70,1,2,561
71,1,2,564
72,1,2,569
73,1,2,536
74,1,2,571
75,1,2,547
76,1,2,513
77,1,2,490
78,1,2,486
79,1,2,512
80,1,2,517
81,1,2,505
82,1,2,517
