0,1,1,4829
1,1,1,560
2,1,1,495
3,1,1,580
4,1,1,488
5,1,1,499
6,1,1,481
7,1,1,521
8,1,1,486
9,1,1,495
10,1,1,482
11,1,1,514
12,1,1,488
13,1,1,506
14,1,1,508
15,1,1,525
16,1,1,489
17,1,1,509
18,1,1,478
19,1,1,481
20,1,1,534
21,1,1,499
22,1,1,520
23,1,1,512
24,1,1,489
25,1,1,481
26,1,1,481
27,1,1,478
28,1,1,477
29,1,1,477
30,1,1,478
31,1,1,480
32,1,1,509
33,1,1,562
34,1,1,521
35,1,1,490
36,1,1,479
37,1,1,481
38,1,1,483
39,1,1,482
40,1,1,516
41,1,1,489
42,1,1,481
43,1,1,513
44,1,1,485
45,1,1,513
46,1,1,533
47,1,1,498
48,1,1,523
49,1,1,509
50,1,1,505
51,1,1,504
52,1,1,503
53,1,1,570
54,1,1,513
55,1,1,499
56,1,1,539
57,1,1,495
58,1,1,509
59,1,1,498
60,1,1,482
61,1,1,561
62,1,1,488
63,1,1,487
64,1,1,508
65,1,1,490
66,1,1,480
67,1,1,479
68,1,1,478
69,1,1,478
70,1,1,476
71,1,1,480
72,1,1,512
73,1,1,535
74,1,1,519
75,1,1,489
76,1,1,481
77,1,1,511
78,1,1,496
79,1,1,500
80,1,1,564
81,1,1,512
82,1,1,526
83,1,1,496
84,1,1,478
85,1,1,478
86,1,1,505
87,1,1,476
88,1,1,504
89,1,1,488
90,1,1,564
91,1,1,486
92,1,1,487
93,1,1,505
94,1,1,478
95,1,1,488
96,1,1,494
97,1,1,515
98,1,1,492
99,1,1,485
0,2,1,4026
1,2,1,745
2,2,1,555
3,2,1,539
4,2,1,617
5,2,1,554
6,2,1,542
7,2,1,559
8,2,1,566
9,2,1,550
10,2,1,504
11,2,1,497
12,2,1,500
13,2,1,499
14,2,1,519
15,2,1,509
16,2,1,561
17,2,1,529
18,2,1,533
19,2,1,494
20,2,1,530
21,2,1,593
22,2,1,502
23,2,1,574
24,2,1,539
25,2,1,572
26,2,1,506
27,2,1,514
28,2,1,492
29,2,1,492
30,2,1,492
31,2,1,492
32,2,1,519
33,2,1,523
34,2,1,503
35,2,1,516
36,2,1,508
37,2,1,514
38,2,1,521
39,2,1,490
40,2,1,532
41,2,1,497
42,2,1,571
43,2,1,500
44,2,1,545
45,2,1,508
46,2,1,507
47,2,1,524
48,2,1,629
49,2,1,550
50,2,1,547
51,2,1,515
52,2,1,516
53,2,1,488
54,2,1,491
55,2,1,521
56,2,1,500
57,2,1,492
58,2,1,488
59,2,1,491
60,2,1,487
61,2,1,574
62,2,1,504
63,2,1,541
64,2,1,518
65,2,1,504
66,2,1,502
67,2,1,511
68,2,1,486
69,2,1,487
70,2,1,484
71,2,1,524
72,2,1,491
73,2,1,484
74,2,1,492
75,2,1,548
76,2,1,499
77,2,1,597
78,2,1,521
79,2,1,497
80,2,1,599
81,2,1,527
82,2,1,514
83,2,1,502
84,2,1,482
85,2,1,483
86,2,1,511
87,2,1,490
88,2,1,480
89,2,1,480
90,2,1,479
91,2,1,481
92,2,1,497
93,2,1,480
94,2,1,506
95,2,1,512
96,2,1,490
97,2,1,493
98,2,1,519
99,2,1,523
0,1,2,2680
1,1,2,436
2,1,2,388
3,1,2,393
4,1,2,340
5,1,2,376
6,1,2,376
7,1,2,340
8,1,2,340
9,1,2,310
10,1,2,325
11,1,2,308
12,1,2,815
13,1,2,335
14,1,2,325
15,1,2,299
16,1,2,319
17,1,2,321
18,1,2,342
19,1,2,320
20,1,2,320
21,1,2,305
22,1,2,318
23,1,2,315
24,1,2,366
25,1,2,302
26,1,2,301
27,1,2,313
28,1,2,329
29,1,2,329
30,1,2,335
31,1,2,380
32,1,2,351
33,1,2,342
34,1,2,312
35,1,2,327
36,1,2,321
37,1,2,356
38,1,2,331
39,1,2,338
40,1,2,358
41,1,2,645
42,1,2,682
43,1,2,412
44,1,2,452
45,1,2,451
46,1,2,1009
47,1,2,872
48,1,2,374
49,1,2,303
50,1,2,296
51,1,2,309
52,1,2,297
53,1,2,774
54,1,2,312
55,1,2,337
56,1,2,332
57,1,2,328
58,1,2,589
59,1,2,821
60,1,2,302
61,1,2,314
62,1,2,301
63,1,2,875
64,1,2,307
65,1,2,839
66,1,2,833
67,1,2,868
68,1,2,850
69,1,2,923
70,1,2,897
71,1,2,912
72,1,2,948
73,1,2,932
74,1,2,937
75,1,2,894
76,1,2,895
77,1,2,853
78,1,2,893
79,1,2,883
80,1,2,833
81,1,2,930
82,1,2,904
83,1,2,937
84,1,2,892
85,1,2,869
86,1,2,854
87,1,2,891
88,1,2,929
89,1,2,910
90,1,2,371
91,1,2,859
92,1,2,841
93,1,2,872
94,1,2,946
95,1,2,951
96,1,2,740
